invoice_id,tenant_id,service_category,cost_usd,compute_hours,billing_date
INV-145482,T-1064,Storage,432.25,178.94,2026-07-26
INV-145483,T-1041,Compute,89.51,27.12,2026-06-17
INV-145484,T-1065,Compute,259.76,453.41,2026-05-24
INV-145485,T-1059,Storage,194.73,173.92,2026-04-06
INV-145486,T-1005,Compute,324.59,252.84,2026-04-29
INV-145487,T-1051,Database,971.91,341.87,2026-02-10
INV-145488,T-1027,Analytics,336.52,175.9,2026-03-01
INV-145489,T-1059,Compute,1687.77,339.48,2026-08-28
INV-145490,T-1081,Analytics,1097.04,253.68,2026-08-15
INV-145491,T-1005,Database,678.35,370.81,2026-04-15
INV-145492,T-1049,Compute,811.86,237.7,2026-02-04
INV-145493,T-1002,Compute,401.21,165.93,2026-05-21
INV-145494,T-1053,Compute,270.26,192.39,2026-07-06
INV-145495,T-1058,Storage,1422.61,470.17,2026-08-20
INV-145496,T-1060,Compute,648.38,430.06,2026-03-10
INV-145497,T-1009,Analytics,444.16,391.05,2026-05-23
INV-145498,T-1080,Database,65.42,45.66,2026-07-18
INV-145499,T-1034,Network,461.87,292.01,2026-05-13
INV-145500,T-1042,Analytics,934.69,303.77,2026-02-19
INV-145501,T-1002,Network,365.93,286.9,2026-08-22
INV-145502,T-1079,Network,1193.66,339.07,2026-08-21
INV-145503,T-1049,Analytics,477.19,278.41,2026-04-15
INV-145504,T-1004,Network,609.65,321.36,2026-03-09
INV-145505,T-1044,Storage,47.51,13.74,2026-02-12
INV-145506,T-1082,Analytics,2180.82,447.92,2026-06-09
INV-145507,T-1061,Compute,1848.43,396.22,2026-03-29
INV-145508,T-1025,Compute,1828.99,374.76,2026-06-07
INV-145509,T-1056,Network,1534.29,329.67,2026-01-22
INV-145510,T-1034,Analytics,474.01,399.92,2026-02-24
INV-145511,T-1019,Analytics,1025.36,306.43,2026-07-11
INV-145512,T-1073,Network,800.3,370.86,2026-08-11
INV-145513,T-1057,Database,210.94,214.53,2026-06-07
INV-145514,T-1056,Storage,279.79,101.02,2026-03-26
INV-145515,T-1001,Database,933.23,392.55,2026-07-20
INV-145516,T-1069,Storage,544.74,429.85,2026-02-02
INV-145517,T-1069,Analytics,1416.02,303.24,2026-03-22
INV-145518,T-1052,Compute,1083.45,243.03,2026-04-08
INV-145519,T-1005,Network,307.17,265.82,2026-03-17
INV-145520,T-1051,Compute,15.13,10.21,2026-04-08
INV-145521,T-1043,Database,239.87,90.8,2026-01-09
INV-145522,T-1067,Database,177.76,91.64,2026-01-12
INV-145523,T-1036,Network,777.07,429.64,2026-05-14
INV-145524,T-1078,Database,1071.86,247.04,2026-06-19
INV-145525,T-1060,Storage,492.4,352.46,2026-04-28
INV-145526,T-1001,Compute,420.78,183.59,2026-07-25
INV-145527,T-1037,Compute,250.41,67.21,2026-02-14
INV-145528,T-1037,Database,1482.27,319.13,2026-01-19
INV-145529,T-1004,Database,1772.72,416.13,2026-05-28
INV-145530,T-1028,Analytics,91.02,18.4,2026-06-07
INV-145531,T-1018,Database,195.56,152.62,2026-03-17
INV-145532,T-1039,Database,527.57,105.59,2026-07-11
INV-145533,T-1004,Analytics,1342.98,380.55,2026-04-02
INV-145534,T-1027,Network,126.93,217.03,2026-06-06
INV-145535,T-1028,Analytics,117.89,157.35,2026-02-20
INV-145536,T-1004,Storage,182.07,68.86,2026-02-26
INV-145537,T-1072,Analytics,1470.42,375.1,2026-02-10
INV-145538,T-1009,Analytics,828.77,488.57,2026-06-16
INV-145539,T-1041,Analytics,444.77,466.41,2026-06-16
INV-145540,T-1024,Network,523.81,209.24,2026-02-24
INV-145541,T-1063,Storage,407.66,228.11,2026-02-02
INV-145542,T-1004,Network,805.37,389.66,2026-08-23
INV-145543,T-1039,Storage,321.59,193.21,2026-04-13
INV-145544,T-1029,Storage,575.53,397.03,2026-08-05
INV-145545,T-1061,Analytics,395.88,389.25,2026-07-28
INV-145546,T-1025,Database,757.16,308.64,2026-06-19
INV-145547,T-1010,UnknownService,1098.66,298.17,2026-06-16
INV-145548,T-1051,UnknownService,575.3,345.94,2026-02-05
INV-145549,T-1033,Storage,1026.28,346.77,2026-02-07
INV-145550,T-1040,Network,118.18,70.58,2026-05-11
INV-145551,T-1045,Database,201.48,131.98,2026-01-19
INV-145552,T-1014,Storage,413.85,166.12,2026-03-16
INV-145553,T-1069,Database,382.39,98.64,2026-03-19
INV-145554,T-1028,Database,1541.21,406.96,2026-07-11
INV-145555,T-1076,Compute,837.8,180.15,2026-03-29
INV-145556,T-1038,Analytics,255.72,242.67,2026-07-08
INV-145557,T-1083,Storage,75.44,40.79,2026-07-25
INV-145558,T-1021,Storage,274.87,99.65,2026-06-19
INV-145559,T-1056,Network,904.13,236.34,2026-04-08
INV-145560,T-1069,Storage,669.43,154.71,2026-01-20
INV-145561,T-1024,Network,1828.7,382.53,2026-07-17
INV-145562,T-1083,Analytics,289.54,338.97,2026-06-27
INV-145563,T-1068,Analytics,585.12,277.56,2026-08-20
INV-145564,T-1078,Analytics,725.3,244.43,2026-03-25
INV-145565,T-1012,Analytics,252.28,201.46,2026-01-20
INV-145566,T-1043,Network,-369.98,482.3,2026-07-17
INV-145567,T-1085,Compute,1433.87,343.11,2026-02-20
INV-145568,T-1038,Analytics,191.4,96.32,2026-05-02
INV-145569,T-1040,Analytics,263.1,98.1,2026-02-22
INV-145570,T-1003,Compute,473.46,297.54,2026-05-16
INV-145571,T-1034,Storage,1411.03,395.56,2026-06-06
INV-145572,T-1046,Compute,1755.01,450.17,2026-03-09
INV-145573,T-1070,Storage,-578.47,431.56,2026-05-18
INV-145574,T-1057,Network,906.52,252.04,2026-07-26
INV-145575,T-1033,Storage,486.86,333.78,2026-02-07
INV-145576,T-1068,Analytics,1954.72,400.61,2026-05-16
INV-145577,T-1053,Database,865.59,243.14,2026-02-13
INV-145578,T-1039,Network,455.83,445.36,2026-02-20
INV-145579,T-1011,Database,626.03,324.42,2026-06-22
INV-145580,T-1046,Network,904.91,208.17,2026-03-20
INV-145581,T-1026,Database,89.4,59.36,2026-01-20
INV-145582,T-1078,Network,1492.82,464.48,2026-08-29
INV-145583,T-1031,Database,2159.81,451.52,2026-07-02
INV-145584,T-1028,Analytics,1645.8,346.2,2026-07-16
INV-145585,T-1024,Network,739.27,347.81,2026-08-29
INV-145586,T-1008,Network,967.28,408.78,2026-05-21
INV-145587,T-1036,Network,66.65,81.08,2026-06-08
INV-145588,T-1006,Compute,1066.96,323.82,2026-08-01
INV-145589,T-1084,Storage,44.41,84.55,2026-01-17
INV-145590,T-1070,Network,89.64,118.34,2026-01-24
INV-145591,T-1040,Network,37.74,40.3,2026-01-27
INV-145592,T-1032,Network,319.11,83.85,2026-04-02
INV-145593,T-1070,Network,210.84,85.62,2026-05-19
INV-145594,T-1040,Storage,253.61,187.06,2026-01-11
INV-145595,T-1026,Database,404.97,351.51,2026-08-13
INV-145596,T-1047,Database,1522.54,314.33,2026-05-22
INV-145597,T-1036,Analytics,299.36,342.03,2026-01-06
INV-145598,T-1076,Compute,802.08,181.4,2026-07-24
INV-145599,T-1052,Compute,956.62,418.97,2026-06-29
INV-145600,T-1036,Database,217.1,194.37,2026-01-06
INV-145601,T-1068,Analytics,733.3,340.59,2026-02-18
INV-145602,T-1013,Compute,825.11,385.99,2026-02-04
INV-145603,T-1040,Network,435.75,257.69,2026-08-27
INV-145604,T-1044,Database,324.26,471.9,2026-03-08
INV-145605,T-1002,Storage,487.2,477.45,2026-01-11
INV-145606,T-1003,Network,1569.41,348.43,2026-02-14
INV-145607,T-1022,Database,163.07,151.42,2026-03-22
INV-145608,T-1025,Compute,2132.26,474.37,2026-05-14
INV-145609,T-1027,Network,298.72,494.4,2026-04-12
INV-145610,T-1025,Database,394.93,87.69,2026-06-26
INV-145611,T-1042,Network,349.5,104.21,2026-03-30
INV-145612,T-1002,Database,243.88,69.9,2026-06-10
INV-145613,T-1078,Network,571.79,204.48,2026-02-10
INV-145614,T-1024,Analytics,455.94,126.34,2026-07-02
INV-145615,T-1064,Database,662.99,206.21,2026-03-11
INV-145616,T-1079,Analytics,447.98,196.69,2026-03-07
INV-145617,T-1033,Compute,523.15,159.31,2026-01-31
INV-145618,T-1075,Storage,267.16,179.99,2026-02-14
INV-145619,T-1005,Storage,447.81,92.03,2026-07-22
INV-145620,T-1082,Database,596.83,275.32,2026-03-30
INV-145621,T-1002,Network,1422.69,298.53,2026-03-18
INV-145622,T-1020,Analytics,602.15,125.95,2026-08-22
INV-145623,T-1015,Database,790.24,165.46,2026-08-12
INV-145624,T-1078,Network,493.73,184.39,2026-01-17
INV-145625,T-1058,Compute,1821.04,377.09,2026-07-26
INV-145626,T-1009,Compute,297.67,196.51,2026-01-31
INV-145627,T-1011,Compute,188.98,312.73,2026-03-18
INV-145628,T-1061,Compute,1395.79,482.53,2026-06-26
INV-145629,T-1037,Analytics,227.14,286.63,2026-03-15
INV-145630,,Database,310.92,258.62,2026-02-14
INV-145631,T-1022,Analytics,1884.96,483.18,2026-04-09
INV-145632,T-1047,Database,1541.22,440.91,2026-04-23
INV-145633,T-1049,Storage,96.55,110.06,2026-02-08
INV-145634,T-1085,Storage,1941.35,442.07,2026-03-14
INV-145635,T-1057,Network,228.06,235.18,2026-03-07
INV-145636,T-1015,Storage,1765.57,481.26,2026-04-16
INV-145637,T-1042,Network,1745.21,390.35,2026-05-10
INV-145638,T-1051,Network,911.36,431.04,2026-05-25
INV-145639,T-1046,Database,936.82,326.3,2026-02-27
INV-145640,T-1081,Storage,310.86,417.19,2026-07-19
INV-145641,T-1044,Analytics,1215.78,291.54,2026-01-24
INV-145642,T-1077,Network,729.05,469.84,2026-08-23
INV-145643,T-1037,Compute,303.66,61.77,2026-07-03
INV-145644,T-1019,Compute,465.63,110.97,2026-05-06
INV-145645,T-1070,Analytics,1711.98,487.01,2026-01-03
INV-145646,T-1079,Storage,129.39,31.98,2026-07-13
INV-145647,T-1043,Compute,261.4,97.31,2026-01-15
INV-145648,T-1077,Compute,564.36,364.7,2026-02-03
INV-145649,T-1067,Compute,1219.56,371.16,2026-03-12
INV-145650,T-1034,Compute,439.32,299.4,2026-03-15
INV-145651,T-1053,Database,536.41,158.72,2026-08-16
INV-145652,T-1016,Analytics,-393.83,92.88,2026-01-14
INV-145653,T-1060,Database,786.21,204.35,2026-01-22
INV-145654,T-1005,Network,1305.42,373.04,2026-07-26
INV-145655,T-1059,Storage,1137.6,267.84,2026-04-26
INV-145656,T-1060,Network,1495.22,498.1,2026-03-24
INV-145657,T-1042,Analytics,760.32,233.41,2026-03-18
INV-145658,T-1070,Analytics,236.7,110.05,2026-08-17
INV-145659,T-1033,Network,830.6,354.1,2026-01-03
INV-145660,T-1033,Network,377.65,497.44,2026-01-11
INV-145661,T-1020,Compute,315.97,96.67,2026-06-14
INV-145662,T-1003,Database,60.97,45.91,2026-02-24
INV-145663,T-1050,Analytics,761.84,438.46,2026-03-10
INV-145664,T-1002,Analytics,642.43,413.11,2026-01-09
INV-145665,T-1043,Analytics,541.77,238.7,2026-08-08
INV-145666,T-1078,Analytics,1900.27,464.65,2026-01-08
INV-145667,T-1038,Compute,688.75,368.69,2026-02-23
INV-145668,T-1084,Compute,1118.94,261.47,2026-06-11
INV-145669,T-1024,Network,476.08,484.77,2026-06-25
INV-145670,T-1010,Database,137.3,43.2,2026-01-09
INV-145671,T-1003,Storage,222.06,135.99,2026-03-10
INV-145672,T-1026,Compute,122.35,55.56,2026-04-25
INV-145673,T-1059,Network,1009.1,230.39,2026-08-16
INV-145674,T-1033,Network,1680.78,497.51,2026-08-27
INV-145675,T-1079,Database,331.11,72.13,2026-03-23
INV-145676,T-1033,Analytics,765.98,483.46,2026-04-19
INV-145677,T-1053,Compute,54.69,26.59,2026-05-06
INV-145678,T-1075,Network,1103.84,238.79,2026-08-03
INV-145679,T-1046,Compute,533.5,395.5,2026-01-20
INV-145680,T-1053,Analytics,262.0,99.46,2026-07-08
INV-145681,T-1021,Database,779.9,156.41,2026-07-12
INV-145682,T-1039,Analytics,282.92,88.69,2026-07-29
INV-145683,T-1079,Analytics,941.44,189.19,2026-01-29
INV-145684,T-1019,Storage,1630.53,369.4,2026-01-02
INV-145685,T-1014,Database,43.9,21.77,2026-02-13
INV-145686,T-1034,Storage,255.48,191.52,2026-04-20
INV-145687,T-1030,Analytics,1040.49,385.52,2026-01-20
INV-145688,T-1069,Compute,365.55,128.24,2026-03-09
INV-145689,T-1070,Database,716.57,257.35,2026-03-08
INV-145690,T-1054,Database,709.83,163.87,2026-04-30
INV-145691,T-1046,Database,1084.72,433.27,2026-03-30
INV-145692,,Compute,947.22,335.53,2026-08-02
INV-145693,T-1060,Database,35.37,18.41,2026-06-02
INV-145694,T-1082,Analytics,1150.47,439.68,2026-05-13
INV-145695,T-1031,Analytics,372.3,150.77,2026-02-16
INV-145696,T-1049,Network,192.35,269.87,2026-06-22
INV-145697,T-1019,Database,730.58,495.48,2026-01-06
INV-145698,T-1073,Analytics,332.09,225.46,2026-07-20
INV-145699,T-1008,Network,216.33,73.47,2026-08-23
INV-145700,T-1016,Database,1091.47,425.16,2026-04-24
INV-145701,T-1047,Analytics,211.89,73.24,2026-07-20
INV-145702,T-1004,Analytics,1857.78,455.53,2026-06-18
INV-145703,T-1069,Analytics,1531.57,393.47,2026-08-18
INV-145704,T-1036,Storage,305.11,83.07,2026-01-03
INV-145705,T-1008,Compute,336.1,304.76,2026-07-19
INV-145706,T-1013,Analytics,214.38,60.85,2026-03-29
INV-145707,T-1046,Compute,209.43,117.9,2026-07-03
INV-145708,T-1050,Storage,1288.77,489.03,2026-05-15
INV-145709,T-1062,Analytics,260.58,295.15,2026-06-28
INV-145710,T-1047,Analytics,537.95,118.47,2026-02-22
INV-145711,T-1077,Network,1019.05,252.65,2026-03-09
INV-145712,T-1063,Storage,1427.06,430.48,2026-04-30
INV-145713,T-1010,Compute,1737.26,389.48,2026-03-07
INV-145714,T-1046,Compute,1182.66,327.35,2026-01-05
INV-145715,T-1070,Compute,1082.55,334.0,2026-03-22
INV-145716,T-1022,Network,370.36,99.59,2026-08-15
INV-145717,T-1026,Compute,1167.09,249.87,2026-05-07
INV-145718,T-1048,Network,35.01,41.76,2026-01-10
INV-145719,T-1032,Compute,840.9,317.5,2026-07-22
INV-145720,T-1076,Analytics,660.59,363.09,2026-07-30
INV-145721,T-1020,Storage,316.15,128.65,2026-01-09
INV-145722,T-1065,Network,310.23,156.53,2026-07-12
INV-145723,T-1059,Database,108.12,140.74,2026-04-03
INV-145724,T-1058,Compute,1248.17,310.61,2026-05-29
INV-145725,T-1045,Network,289.26,324.09,2026-08-19
INV-145726,T-1055,Compute,470.52,195.32,2026-01-05
INV-145727,T-1016,Analytics,1000.81,221.96,2026-07-12
INV-145728,T-1027,Compute,691.03,369.57,2026-05-01
INV-145729,T-1078,Analytics,41.95,75.46,2026-05-03
INV-145730,T-1064,Database,825.79,425.44,2026-06-26
INV-145731,T-1006,Database,237.09,86.12,2026-08-13
INV-145732,T-1074,Storage,314.84,171.15,2026-03-05
INV-145733,T-1050,Database,80.54,73.22,2026-06-06
INV-145734,T-1043,Analytics,836.89,245.42,2026-04-22
INV-145735,T-1064,Analytics,818.0,439.3,2026-04-03
INV-145736,T-1032,Compute,757.57,355.14,2026-01-25
INV-145737,T-1048,Storage,43.3,24.14,2026-03-12
INV-145738,T-1006,Compute,86.72,167.57,2026-01-04
INV-145739,T-1010,Analytics,102.8,32.69,2026-07-27
INV-145740,T-1011,Compute,395.88,332.69,2026-02-15
INV-145741,T-1025,Compute,100.85,51.05,2026-07-21
INV-145742,T-1058,Network,1136.6,353.22,2026-04-05
INV-145743,T-1054,Network,694.2,481.17,2026-06-16
INV-145744,T-1008,Storage,294.31,137.33,2026-07-30
INV-145745,T-1075,Compute,1654.86,334.75,2026-06-16
INV-145746,T-1049,Analytics,326.87,281.73,2026-02-23
INV-145747,T-1073,Analytics,1500.01,328.37,2026-08-13
INV-145748,T-1061,Compute,496.09,119.6,2026-06-21
INV-145749,T-1047,Network,1019.29,314.38,2026-06-23
INV-145750,T-1073,Analytics,1276.61,259.58,2026-06-09
INV-145751,T-1071,Analytics,43.74,33.45,2026-01-26
INV-145752,T-1070,Network,323.36,137.91,2026-01-14
INV-145753,T-1063,Analytics,1386.23,412.29,2026-07-25
INV-145754,T-1039,Network,467.18,94.31,2026-08-12
INV-145755,T-1001,Analytics,1085.63,484.9,2026-03-28
INV-145756,T-1026,Storage,115.54,122.84,2026-01-05
INV-145757,T-1024,Compute,326.52,280.58,2026-03-17
INV-145758,T-1041,Network,153.21,59.21,2026-07-03
INV-145759,T-1019,Database,102.12,45.03,2026-04-25
INV-145760,T-1050,Database,1269.69,414.53,2026-08-26
INV-145761,T-1044,Database,501.02,398.65,2026-05-16
INV-145762,T-1054,Analytics,506.78,404.35,2026-01-27
INV-145763,T-1071,Database,872.54,333.11,2026-01-16
INV-145764,T-1080,Storage,572.94,296.55,2026-02-02
INV-145765,T-1012,Compute,103.9,35.12,2026-08-07
INV-145766,T-1027,Compute,1904.41,433.09,2026-06-13
INV-145767,T-1079,Database,903.22,491.64,2026-07-09
INV-145768,T-1004,Network,1103.61,391.99,2026-04-18
INV-145769,T-1039,Storage,425.85,128.01,2026-07-22
INV-145770,T-1003,Compute,465.38,176.89,2026-08-21
INV-145771,T-1022,Database,681.09,356.73,2026-04-30
INV-145772,T-1080,Database,541.3,174.61,2026-06-14
INV-145773,T-1003,Network,977.33,445.63,2026-06-05
INV-145774,T-1084,Network,-550.46,116.41,2026-01-13
INV-145775,T-1021,Compute,1365.99,392.46,2026-01-30
INV-145776,T-1048,Compute,541.79,177.11,2026-01-29
INV-145777,T-1049,Analytics,403.15,145.5,2026-08-09
INV-145778,T-1034,Network,904.59,229.16,2026-08-04
INV-145779,T-1063,Storage,626.89,142.61,2026-06-22
INV-145780,T-1037,Storage,650.19,148.66,2026-07-01
INV-145781,T-1051,UnknownService,1447.14,348.73,2026-07-01
INV-145782,T-1004,Analytics,753.34,493.55,2026-02-16
INV-145783,T-1077,Network,480.51,256.55,2026-05-25
INV-145784,T-1005,Storage,873.66,447.18,2026-01-12
INV-145785,T-1042,Storage,879.8,312.59,2026-03-20
INV-145786,T-1017,Storage,327.79,72.31,2026-03-05
INV-145787,T-1051,Analytics,2007.85,483.59,2026-08-29
INV-145788,T-1016,Database,293.5,76.96,2026-05-29
INV-145789,T-1074,Storage,63.66,71.49,2026-05-13
INV-145790,T-1046,Compute,89.43,109.14,2026-03-07
INV-145791,T-1049,Analytics,1856.39,450.75,2026-04-26
INV-145792,T-1061,Compute,1754.82,379.44,2026-01-22
INV-145793,T-1072,Analytics,1657.69,349.67,2026-04-30
INV-145794,T-1001,Compute,676.94,276.86,2026-03-18
INV-145795,T-1014,Analytics,591.99,337.96,2026-02-20
INV-145796,T-1042,Analytics,790.7,231.35,2026-05-21
INV-145797,T-1009,Network,105.0,128.75,2026-03-23
INV-145798,T-1040,Network,1706.75,473.6,2026-03-29
INV-145799,T-1044,Database,355.22,85.96,2026-01-25
INV-145800,T-1036,Database,140.37,65.14,2026-08-11
INV-145801,T-1079,Database,1198.3,329.01,2026-03-02
INV-145802,T-1074,Database,1049.65,230.68,2026-03-20
INV-145803,T-1046,Analytics,1406.92,325.0,2026-04-03
INV-145804,T-1008,Network,135.63,88.19,2026-04-10
INV-145805,T-1050,Database,187.06,223.06,2026-07-20
INV-145806,T-1030,Compute,894.2,224.6,2026-07-01
INV-145807,T-1013,Analytics,1167.22,433.28,2026-01-26
INV-145808,T-1001,Network,648.74,157.87,2026-01-07
INV-145809,T-1056,Storage,76.64,135.94,2026-07-27
INV-145810,T-1044,Storage,369.8,207.52,2026-07-31
INV-145811,T-1012,Database,-170.57,111.26,2026-07-20
INV-145812,T-1039,Compute,132.89,157.09,2026-07-13
INV-145813,T-1022,Database,123.06,79.31,2026-04-20
INV-145814,T-1049,Analytics,127.96,174.99,2026-07-16
INV-145815,T-1079,Analytics,520.93,108.45,2026-02-23
INV-145816,T-1076,Analytics,468.22,332.36,2026-06-05
INV-145817,T-1046,Analytics,325.47,163.73,2026-03-04
INV-145818,T-1065,Database,811.98,177.83,2026-01-14
INV-145819,T-1061,Database,1490.26,428.58,2026-03-31
INV-145820,T-1022,Analytics,1961.15,437.25,2026-07-31
INV-145821,T-1041,Network,1425.27,420.35,2026-02-25
INV-145822,T-1015,Analytics,-401.2,291.84,2026-03-31
INV-145823,T-1050,UnknownService,591.37,161.6,2026-02-09
INV-145824,T-1031,Network,118.8,45.55,2026-02-20
INV-145825,T-1073,Network,620.98,304.65,2026-08-01
INV-145826,T-1007,Storage,115.08,52.34,2026-07-24
INV-145827,T-1005,Compute,485.74,430.74,2026-02-22
INV-145828,T-1085,Analytics,117.27,99.64,2026-07-23
INV-145829,T-1048,Database,1213.82,413.71,2026-04-26
INV-145830,T-1051,Database,302.71,166.0,2026-04-26
INV-145831,T-1050,Database,834.31,376.65,2026-07-10
INV-145832,T-1068,Storage,989.23,294.69,2026-04-12
INV-145833,T-1019,Network,701.64,346.15,2026-02-26
INV-145834,,Storage,63.41,15.61,2026-07-18
INV-145835,T-1022,Storage,104.09,152.95,2026-02-13
INV-145836,,Database,345.18,251.39,2026-08-11
INV-145837,T-1048,Analytics,205.56,149.63,2026-01-27
INV-145838,T-1056,UnknownService,104.79,25.86,2026-08-29
INV-145839,T-1003,Database,1482.95,468.8,2026-08-28
INV-145840,T-1042,Network,87.04,52.22,2026-06-07
INV-145841,T-1037,Network,666.11,414.05,2026-01-09
INV-145842,T-1024,Analytics,78.44,89.51,2026-01-08
INV-145843,T-1047,Analytics,351.0,182.37,2026-03-01
INV-145844,T-1068,Storage,438.26,185.58,2026-03-22
INV-145845,T-1010,Analytics,950.18,222.27,2026-07-04
INV-145846,T-1002,Network,590.83,137.82,2026-01-05
INV-145847,T-1064,UnknownService,668.21,413.11,2026-05-23
INV-145848,T-1074,Compute,937.6,314.3,2026-04-29
INV-145849,T-1064,Compute,1500.95,331.79,2026-08-22
INV-145850,T-1012,Analytics,1797.25,393.35,2026-06-12
INV-145851,T-1074,Database,45.88,57.86,2026-05-20
INV-145852,T-1074,Compute,351.15,283.7,2026-02-15
INV-145853,T-1009,Network,88.73,18.41,2026-07-06
INV-145854,T-1031,Database,490.72,373.89,2026-04-20
INV-145855,T-1026,Compute,880.47,491.91,2026-07-25
INV-145856,T-1015,Database,1501.35,319.79,2026-06-24
INV-145857,T-1048,Storage,345.28,228.91,2026-06-13
INV-145858,T-1077,Compute,38.06,23.36,2026-05-28
INV-145859,T-1014,Network,412.16,348.19,2026-05-20
INV-145860,T-1055,Network,284.29,482.96,2026-06-22
INV-145861,T-1018,Storage,605.66,161.32,2026-02-04
INV-145862,T-1050,Storage,262.12,118.91,2026-08-27
INV-145863,T-1056,Analytics,134.29,58.01,2026-07-28
INV-145864,T-1073,Network,228.01,343.61,2026-04-16
INV-145865,T-1018,Database,1439.39,331.94,2026-01-20
INV-145866,T-1023,Compute,300.19,134.79,2026-07-09
INV-145867,T-1044,Network,703.75,229.08,2026-02-18
INV-145868,T-1001,Analytics,608.48,354.67,2026-03-29
INV-145869,T-1050,Storage,1321.42,468.89,2026-04-09
INV-145870,T-1060,Database,742.49,400.9,2026-01-23
INV-145871,T-1034,Compute,580.0,394.69,2026-05-08
INV-145872,T-1029,Network,99.11,60.21,2026-01-02
INV-145873,T-1029,Network,431.11,277.51,2026-01-15
INV-145874,T-1009,Database,480.75,153.05,2026-01-18
INV-145875,T-1055,Compute,583.79,203.5,2026-01-30
INV-145876,T-1016,Database,529.68,350.74,2026-03-19
INV-145877,T-1038,Compute,950.72,199.27,2026-04-08
INV-145878,T-1065,Database,867.42,342.64,2026-04-27
INV-145879,T-1047,Network,1716.14,349.34,2026-07-24
INV-145880,T-1078,Storage,1383.45,331.19,2026-07-28
INV-145881,T-1057,Compute,1790.64,386.61,2026-06-03
INV-145882,T-1041,Network,1161.76,261.86,2026-08-17
INV-145883,T-1031,Network,1462.89,306.3,2026-02-08
INV-145884,T-1022,Storage,843.2,349.14,2026-03-17
INV-145885,T-1047,Compute,167.47,131.97,2026-02-28
INV-145886,T-1023,Storage,803.9,355.04,2026-05-29
INV-145887,T-1057,Database,451.25,340.06,2026-01-26
INV-145888,T-1036,Storage,858.99,322.61,2026-03-15
INV-145889,T-1039,Storage,2345.07,474.13,2026-05-10
INV-145890,T-1029,Storage,107.83,112.67,2026-07-21
INV-145891,T-1007,Compute,872.26,349.71,2026-02-14
INV-145892,T-1054,Network,735.7,197.92,2026-07-20
INV-145893,T-1066,Network,127.73,192.53,2026-06-17
INV-145894,T-1020,UnknownService,147.03,234.05,2026-01-18
INV-145895,T-1081,Compute,366.03,352.72,2026-06-28
INV-145896,T-1058,Storage,382.46,408.36,2026-01-15
INV-145897,T-1068,Network,29.58,20.44,2026-06-03
INV-145898,T-1030,Analytics,882.69,295.42,2026-04-29
INV-145899,T-1084,Analytics,2124.44,462.39,2026-07-28
INV-145900,T-1063,Storage,209.12,138.58,2026-02-16
INV-145901,T-1055,Analytics,735.7,168.12,2026-03-31
INV-145902,T-1082,Analytics,2134.49,487.89,2026-08-06
INV-145903,T-1071,Storage,443.0,136.02,2026-03-15
INV-145904,T-1006,Database,396.73,421.2,2026-04-08
INV-145905,T-1047,Storage,241.54,323.92,2026-08-19
INV-145906,T-1062,Storage,284.99,232.44,2026-07-04
INV-145907,T-1004,Storage,434.16,145.51,2026-02-24
INV-145908,T-1028,Database,879.81,344.9,2026-01-26
INV-145909,T-1054,Database,759.06,236.65,2026-05-14
INV-145910,T-1057,Database,1536.3,322.84,2026-04-21
INV-145911,T-1001,Database,779.49,308.21,2026-06-22
INV-145912,T-1030,Storage,226.87,322.19,2026-04-14
INV-145913,T-1078,Database,362.4,140.75,2026-06-04
INV-145914,T-1032,Database,1177.59,435.35,2026-01-19
INV-145915,T-1011,Compute,804.16,236.63,2026-05-30
INV-145916,T-1034,Database,362.41,101.24,2026-02-07
INV-145917,T-1008,Compute,80.63,142.95,2026-03-25
INV-145918,T-1024,Analytics,1175.2,427.61,2026-03-10
INV-145919,T-1018,Database,38.21,25.02,2026-07-11
INV-145920,T-1026,Database,2038.85,487.33,2026-06-23
INV-145921,T-1032,Analytics,490.08,116.05,2026-07-26
INV-145922,T-1084,Database,336.29,71.76,2026-03-27
INV-145923,T-1050,Network,1134.65,240.65,2026-04-13
INV-145924,T-1038,Network,520.36,134.76,2026-07-13
INV-145925,T-1032,Database,619.88,304.09,2026-03-15
INV-145926,T-1014,Compute,490.77,172.22,2026-01-05
INV-145927,T-1077,Database,226.55,55.36,2026-05-12
INV-145928,T-1031,Compute,558.53,330.18,2026-04-23
INV-145929,T-1030,UnknownService,87.31,110.55,2026-07-27
INV-145930,T-1047,Database,255.19,424.74,2026-04-04
INV-145931,T-1035,Analytics,645.65,276.58,2026-07-02
INV-145932,T-1053,Database,169.55,43.6,2026-07-27
INV-145933,T-1049,Storage,238.17,465.43,2026-08-15
INV-145934,T-1081,Network,1354.57,293.94,2026-03-12
INV-145935,T-1061,Network,462.74,240.62,2026-01-09
INV-145936,T-1067,Storage,419.76,396.81,2026-07-21
INV-145937,T-1082,Network,1624.27,383.51,2026-08-19
INV-145938,T-1034,Database,1231.98,249.9,2026-08-21
INV-145939,T-1048,Compute,86.0,17.29,2026-06-17
INV-145940,T-1008,Storage,1694.37,435.03,2026-01-30
INV-145941,T-1039,Compute,461.73,129.83,2026-08-15
INV-145942,T-1001,Database,1658.42,432.46,2026-02-11
INV-145943,T-1033,Storage,193.19,57.48,2026-02-12
INV-145944,T-1055,Storage,452.48,239.35,2026-02-03
INV-145945,T-1023,Compute,174.15,144.64,2026-01-07
